"store.number","annual.profit","lci","nearcomp","nearmil","freestand","gini","housemed","state","sqft","intersect","pop","agemed","non.us.citizen","agg.inc","med.inc","noHS","HS","some.col","col.grad","post.grad","com0","com15","com30","com60","drive","public","walk","home","other"
95,2084579.2,4.303543829,1,46.8,1,0.6647,2062.11916,"AZ",1125,1,5059,37.5,0.291395612,271230450.3,69777.6,0.031877677,0.108954875,0.096095394,0.530722276,0.232349778,0.080305344,0.403053435,0.414045802,0.10259542,0.306358382,0.221676301,0.341618497,0.053468208,0.076878613
96,464256.9383,8.163446742,3,9.1,0,0.3488,907.3203124,"AZ",851,1,2029,32,0.492422181,16838403.02,13579.2,0.472584625,0.215139442,0.2,0.110682307,0.001593625,0.074074074,0.114197531,0.570987654,0.240740741,0.512345679,0.388888889,0.098765432,0,0
97,576429.8159,7.07485266,5,8.1,0,0.7428,919.3260699,"NV",700,0,2044,24.5,0.30010843,61761280,19607.2,0.023170372,0.107920792,0.206930693,0.270997945,0.390980198,0.428030303,0.365530303,0.189393939,0.017045455,0.363787375,0.081395349,0.431893688,0.122923588,0
98,597416.3115,9.590186901,0,16.8,0,0.2901,1272.523688,"TX",526,0,3377,47,0.074737006,140625207.2,65792.8,0.035443206,0.24290851,0.224930084,0.298955515,0.197762685,0.1893815,0.256157635,0.438423645,0.116037219,0.877716018,0.011622031,0,0.076806468,0.033855483
99,867182.8931,8.993327775,1,22.7,1,0.3614,1880.729051,"TX",393,1,2502,32.5,0.171356717,85048149.42,71702.4,0.014124943,0.056056056,0.092592593,0.445764947,0.391461461,0.103345281,0.371565114,0.491636798,0.033452808,0.62962963,0.215954416,0.058689459,0.046153846,0.04957265
100,719716.2009,7.691401987,6,22.9,0,0.5892,1014.887111,"AZ",732,1,2965,30,0.565599113,34210170,25400,0.377132428,0.204466501,0.163771712,0.2064904,0.048138958,0.10454156,0.135389889,0.416452442,0.34361611,0.59805579,0.267540152,0.116652578,0.013524937,0.004226543
101,1107427.665,8.805121678,1,2.5,1,0.4673,1417.588395,"CA",628,1,6637,37.5,0.310519617,132453375.6,42497.6,0.086743092,0.419300464,0.272861357,0.131124586,0.089970501,0.336060209,0.303010471,0.291557592,0.069371728,0.912463391,0.009762447,0,0.005532053,0.072242109
102,439376.3299,8.333456723,6,3.8,0,0.6108,642.5323976,"KS",505,1,2926,30,0.199879209,25677065.81,22898.4,0.38701966,0.330407847,0.151264843,0.115819783,0.015487868,0.348987109,0.394106814,0.171270718,0.085635359,0.8125,0.024379433,0.102836879,0.037234043,0.023049645
103,416693.4633,8.760831129,5,13.2,0,0.5611,1036.845535,"AZ",547,1,2244,33,0.443364644,35665188.99,45647.2,0.163962358,0.283475783,0.251424501,0.170083226,0.131054131,0.104921077,0.093779016,0.544103993,0.257195915,0.625,0.320571956,0.04797048,0.006457565,0
104,1130810.309,8.738749296,1,31.1,0,0.4516,1803.249563,"NV",747,0,3286,41,0.106576535,175165000,73840,0.004225716,0.110344828,0.107931034,0.320257043,0.457241379,0.171649485,0.545360825,0.225257732,0.057731959,0.50988905,0.123974916,0.23154848,0.064158225,0.070429329
105,872374.9969,10.08162309,1,20.6,0,0.4663,862.4579859,"AZ",442,1,2741,58,0.4160912,96544469.41,20972.8,0.064568094,0.209670866,0.198699716,0.373465225,0.153596099,0.175168431,0.112608277,0.232916266,0.479307026,0.449685535,0.277178796,0.206648697,0.066486972,0
106,601794.2489,8.067649214,6,6,0,0.5833,1482.909317,"KS",483,1,3240,46,0.130405071,81263520,56143.2,0.07529886,0.357276468,0.258136925,0.194061409,0.115226337,0.356300435,0.458721291,0.146492862,0.038485413,0.939347291,0.012623153,0.031403941,0.008004926,0.00862069
107,395382.6589,7.19155484,0,10.8,0,0.2801,799.2319665,"UT",747,1,2026,41,0.053501365,42549077.47,30204,0.11984356,0.511456024,0.245380636,0.113711503,0.009608278,0.043548387,0.322580645,0.472580645,0.161290323,0.71145686,0.137199434,0.00990099,0.123055163,0.018387553
108,868441.3975,6.390387517,3,9.8,1,0.3777,214.0041949,"AZ",493,0,4395,34.5,0.220496946,39403448.28,10488.8,0.23606612,0.419739292,0.155307263,0.14233239,0.046554935,0.16511194,0.135261194,0.318097015,0.381529851,0.398660714,0.308482143,0.217857143,0.042857143,0.032142857
109,419283.8604,5.917933838,0,11.9,0,0.4193,1517.291593,"AZ",669,1,1737,33.5,0.47420096,46573129.01,39524,0.375908197,0.144818119,0.126973233,0.233563319,0.118737131,0.125319693,0.196930946,0.595907928,0.081841432,0.302166477,0.302166477,0.111744584,0.108323831,0.175598632
110,757254.8746,7.651609621,3,25.4,0,0.4591,1305.324587,"NM",542,1,5268,28.5,0.709870558,102558663.5,41500,0.404218368,0.232698413,0.195238095,0.09451179,0.073333333,0.126432079,0.190261866,0.49304419,0.190261866,0.813902244,0.106770833,0.046875,0.020833333,0.01161859
111,962916.4845,8.256790438,0,21.9,0,0.3185,1502.003838,"CA",893,1,5670,41,0.150030846,239282836.4,80580,0.068125632,0.275547895,0.188623492,0.337685745,0.130017237,0.227061764,0.314173509,0.286683327,0.1720814,0.855167646,0.073280332,0.035948842,0.031800899,0.003802281
112,287815.9309,7.317471195,5,30.2,0,0.5702,605.2979368,"KS",428,1,2084,40.5,0.074958105,26989942.43,14325.6,0.371891419,0.362199313,0.232989691,0.017112018,0.01580756,0.237288136,0.454237288,0.291525424,0.016949153,0.795762712,0.043220339,0.016949153,0,0.144067797
113,369008.0543,9.434076477,1,3,0,0.3924,483.35622,"NV",579,1,1398,39,0.13855793,10433205.25,13000,0.216160132,0.403066813,0.26177437,0.087235268,0.031763417,0.022556391,0.37593985,0.398496241,0.203007519,0.670689655,0.187931034,0.020689655,0.082758621,0.037931034
114,906260.5283,8.168172403,0,12.3,0,0.3756,1547.880683,"NM",331,0,5297,49,0.202655726,301089327.4,110533.6,0.034733023,0.08127649,0.184991274,0.293030627,0.405968586,0.190890269,0.337060041,0.276604555,0.195445135,0.860393367,0.056691091,0.009255688,0.068646356,0.005013498
115,816631.4794,9.193934541,0,13,0,0.4088,1536.401104,"AZ",462,1,2933,35,0.198927053,220870898.2,82300,0.053813715,0.109525808,0.107427612,0.445556826,0.283676039,0.102333932,0.329742669,0.49850389,0.069419509,0.394504925,0.353551063,0.091757387,0.133748056,0.026438569
116,481950.7175,9.699873257,1,10.9,0,0.7273,1230.58032,"AZ",510,1,2303,31.5,0.154945981,55978967.44,61143.2,0.061318744,0.342455621,0.306213018,0.176846937,0.11316568,0.210416667,0.241666667,0.302083333,0.245833333,0.619554205,0.150455927,0.187436677,0.027355623,0.015197568
117,434917.7592,6.98544462,0,23.3,0,0.5454,1550.727052,"AZ",612,1,1951,39,0.343998097,60083811.34,52470.4,0.11839462,0.271892655,0.293785311,0.200108205,0.115819209,0.133198789,0.154389506,0.293642785,0.41876892,0.628571429,0.283743842,0.054187192,0.02364532,0.009852217
118,1074370.315,5.111117685,5,33.2,0,0.706,1440.574339,"NM",773,0,8524,30.5,0.649468611,142890918.9,44010.4,0.231097217,0.25562701,0.245980707,0.183515144,0.083779921,0.206519153,0.266000476,0.277182965,0.250297407,0.846406764,0.095115078,0.015030531,0.012916862,0.030530766
119,689802.7416,6.378982151,0,24.4,0,0.2732,909.5147655,"OK",670,0,6126,43,0.032228551,181020075.8,59130.4,0.060402896,0.356003545,0.34315463,0.15359799,0.086840939,0.138030888,0.407979408,0.361325611,0.092664093,0.914272755,0.00408225,0.011188388,0.060175386,0.010281222
120,1835780.792,1.750295125,5,11.5,1,0.4483,1329.48521,"AZ",938,1,6207,30,0.259780429,287819170.1,65111.2,0.027377942,0.057803468,0.084855491,0.604240555,0.225722543,0.228075253,0.460781476,0.288567294,0.022575977,0.300347687,0.279486494,0.313185344,0.075956138,0.031024338
121,758211.1059,7.487167343,3,19.3,1,0.5694,1145.439715,"AZ",511,1,3439,31,0.670030644,60165992.8,30640.8,0.255604122,0.1684514,0.133443163,0.286405763,0.156095552,0.056029883,0.291889007,0.493596585,0.158484525,0.488653945,0.306085611,0.138215575,0.033522434,0.033522434
122,514869.4226,6.625365821,0,12.1,0,0.7075,1293.094055,"CA",829,1,3275,37,0.54982428,93989808.22,41148.8,0.112404107,0.463073852,0.242714571,0.153863358,0.027944112,0.310179641,0.258682635,0.332934132,0.098203593,0.893005335,0.033491405,0.055127445,0.01007706,0.008298755
123,475036.8233,9.853626195,3,17.2,0,0.4631,1015.720287,"UT",426,0,1999,24.5,0.205605409,20463026.53,15028,0.227495413,0.395647873,0.240356083,0.085066407,0.051434224,0.366468843,0.115727003,0.339762611,0.178041543,0.530567686,0.189956332,0.229985444,0.018922853,0.030567686
124,1105355.172,8.563288346,1,0.3,0,0.6563,882.6703512,"UT",457,1,3186,41,0.21643483,252770868,96333.6,0.092465853,0.028368794,0.077179808,0.379615916,0.422369629,0.059531349,0.236858771,0.616212793,0.087397087,0.70310702,0.152474108,0.04027618,0.091484465,0.012658228
125,1106708.311,5.125994635,5,36.5,0,0.5184,844.2842322,"AZ",682,0,6769,37,0.397455236,160262291.4,36983.2,0.161997347,0.175631552,0.198487713,0.268145289,0.195738099,0.07164592,0.147994467,0.593084371,0.187275242,0.447154472,0.364017834,0.094151587,0.051927616,0.042748492
126,585948.6151,7.020038721,3,4.6,0,0.4421,915.9602729,"CA",609,1,4406,32,0.173586642,66526403.81,33084.8,0.216753516,0.375368732,0.275073746,0.118792206,0.014011799,0.165154265,0.397459165,0.272232305,0.165154265,0.709308966,0.159908624,0.067390063,0.055968018,0.007424329
127,505873.0853,8.337301222,6,10.4,0,0.4691,582.1708626,"NM",519,1,3044,41.5,0.094339602,77804640,25847.2,0.186655125,0.373626374,0.283516484,0.106971249,0.049230769,0.183585313,0.37437005,0.372930166,0.069114471,0.930565497,0.035790981,0.020758769,0.005726557,0.007158196
128,501605.975,7.341647349,3,15.8,0,0.5511,658.3789667,"KS",502,1,3877,51.5,0.090559314,71459332.35,14833.6,0.17973618,0.42916935,0.232775274,0.132240639,0.026078558,0.395721925,0.318716578,0.249197861,0.036363636,0.92002064,0.025283798,0.019607843,0.035087719,0
129,1613288.251,2.496587235,3,9,1,0.6299,1726.638514,"AZ",894,1,4190,33.5,0.302264509,248338076.9,78458.4,0.04926228,0.077004219,0.100914205,0.372200448,0.400618847,0.201834862,0.235321101,0.518348624,0.044495413,0.391313742,0.3519879,0.1633535,0.057908384,0.035436474
130,565419.9443,10.27069151,5,7.8,0,0.5046,1613.012361,"CA",531,1,3399,40,0.065619049,69314422.22,53100,0.130977708,0.431827432,0.28042328,0.126653549,0.03011803,0.219497241,0.339055794,0.339055794,0.102391171,0.926347305,0.020359281,0.023353293,0.023353293,0.006586826
131,1789039.863,8.66428916,1,1.4,0,0.3986,2996.528652,"UT",906,0,7200,21.5,0.239470125,461063710.8,161000,0.062698337,0.030652604,0.107448912,0.382285183,0.416914964,0.238636364,0.344524793,0.368285124,0.048553719,0.595931478,0.07130621,0.111777302,0.170877944,0.050107066
132,857276.8602,5.782242833,5,1.6,0,0.5737,1302.873537,"AZ",856,1,2371,35.5,0.269090851,130806415.8,76500,0.057665749,0.08133268,0.163155316,0.396033418,0.301812837,0.091798345,0.300978179,0.521444695,0.085778781,0.392247043,0.344283837,0.097240473,0.126806833,0.039421813
133,603665.8395,9.335527037,1,5.3,0,0.5799,937.6968391,"NV",667,1,4572,40,0.033301596,111806501.5,46031.2,0.049537914,0.33676681,0.268669528,0.275211728,0.06981402,0.194850115,0.443504996,0.293235972,0.068408916,0.893045113,0.042293233,0.02593985,0.021804511,0.016917293
134,800856.6572,8.200611635,0,19.5,0,0.4449,2277.383367,"CA",651,1,4275,43.5,0.103669767,251477485.7,98772.8,0.007619519,0.149753695,0.243678161,0.409786064,0.189162562,0.237313433,0.341293532,0.258706468,0.162686567,0.887157696,0.051935788,0.009915014,0.050991501,0
135,554714.9034,7.556794165,1,11.6,0,0.3674,922.767113,"AZ",540,1,3027,39.5,0.429998657,36814424.87,30111.2,0.112468739,0.4098434,0.348098434,0.101401507,0.028187919,0,0.172604909,0.485352336,0.342042755,0.607946027,0.316341829,0.014242879,0.053223388,0.008245877
136,859006.3221,8.689744525,6,21.9,1,0.8771,1450.675888,"AZ",496,0,4444,36.5,0.484233238,88929502.78,30660,0.355232145,0.249779347,0.118270079,0.214347143,0.062371286,0.196581197,0.167616334,0.298195632,0.337606838,0.512195122,0.311550851,0.138057984,0.03083295,0.007363092
137,934067.8992,7.872311629,6,25.1,0,0.3806,1085.33773,"TX",728,0,5190,34.5,1.028286657,141331563.6,40592,0.336922268,0.298718633,0.176721837,0.161476024,0.026161239,0.107044199,0.26691989,0.485151934,0.140883978,0.608285618,0.294375211,0.067362748,0.024587403,0.00538902
138,756317.663,8.407686202,2,20.6,0,0.4863,1343.04635,"AZ",582,0,2758,39.5,0.266362509,78650463.26,49043.2,0.122945948,0.327121138,0.290828838,0.178672492,0.080431584,0.074215761,0.182096404,0.347360367,0.396327467,0.707575758,0.228030303,0.054545455,0.009848485,0
139,817218.5674,8.205841975,4,25.5,0,0.3827,1748.634299,"AZ",897,0,5095,40,0.677373223,71939769.6,42074.4,0.279111016,0.228352301,0.206580901,0.199612388,0.086343394,0.074978939,0.176074136,0.49283909,0.256107835,0.630187144,0.262001627,0.06916192,0.034174125,0.004475183
140,784046.6466,7.545463987,1,9.1,0,0.5212,1156.23546,"AZ",615,0,4165,33.5,0.318772082,79189400,38526.4,0.141242809,0.155555556,0.267330017,0.294578087,0.141293532,0.065479309,0.155578837,0.507071765,0.271870089,0.567381317,0.346860643,0.052067381,0.025523226,0.008167432
141,614215.2918,8.964817001,1,0.9,0,0.5479,671.9251606,"NV",425,1,3307,46,0.024172887,110881764.7,80085.6,0.041389803,0.326736515,0.214978657,0.276033557,0.140861467,0.325313283,0.295238095,0.205012531,0.17443609,0.948954789,0,0.011181332,0.030140982,0.009722897
142,557018.0343,9.080273045,1,3.6,0,0.5008,509.8684783,"CA",829,0,5301,35.5,0.3045882,62460433.17,25815.2,0.406629891,0.307985827,0.203325157,0.063252911,0.018806214,0.166232413,0.490359562,0.318394997,0.025013028,0.822098327,0.064875824,0.030917385,0.027369488,0.054738976
143,1241372.838,6.776891237,4,20.6,1,0.568,1191.725627,"AZ",641,0,5351,28.5,0.590871898,110681042.4,30170.4,0.405439467,0.244371941,0.217944535,0.116583372,0.015660685,0.110154905,0.217728055,0.530981067,0.141135972,0.481067126,0.336919105,0.176419966,0,0.005593804
144,541330.9856,9.094542113,3,6.7,0,0.5093,754.7675386,"AZ",749,1,3087,30,0.313525159,37909363.9,25860.8,0.247163889,0.287055336,0.186758893,0.169338087,0.109683794,0.103244838,0.26647001,0.479842675,0.150442478,0.454012624,0.3503156,0.085662759,0.082957619,0.027051398
145,551215.8646,6.433938862,1,0.2,0,0.6578,346.0647254,"UT",714,0,4477,23.5,0.184425435,56134118.33,24829.6,0.228082877,0.452003728,0.142590867,0.145169686,0.032152842,0.073929961,0.34922179,0.381322957,0.195525292,0.715466926,0.181420233,0.029182879,0,0.073929961
146,1682298.366,8.239651491,6,9.7,1,0.3603,1351.996361,"UT",1143,1,5234,33,0.183653886,239194651.1,95710.4,0.01047123,0.06120708,0.055235658,0.464802816,0.408283216,0.172386895,0.442537702,0.349973999,0.035101404,0.482972513,0.194964729,0.166869375,0.064461202,0.090732182
147,758767.7107,8.377617217,6,10.7,0,0.4375,818.8759706,"NM",514,1,4948,31.5,0.358483321,123054832.2,32622.4,0.143815372,0.348252606,0.321581852,0.105418228,0.080931944,0.101321586,0.335202243,0.371245495,0.192230677,0.819620253,0.159810127,0,0.012262658,0.008306962
148,664701.1811,9.164464193,6,9,0,0.5288,1272.695152,"KS",608,0,3990,34.5,0.269794603,122491936,32093.6,0.145163464,0.376732312,0.289934354,0.111218739,0.076951131,0.318930041,0.415123457,0.205761317,0.060185185,0.86123795,0.044901065,0.040588534,0.01369863,0.03957382
149,1074658.366,7.429444729,1,3.1,0,0.6256,1210.489249,"NM",544,1,6523,49.5,0.063153393,280007301.5,61228.8,0.03802945,0.174101002,0.220672038,0.345631387,0.221566123,0.193097015,0.313743781,0.422263682,0.070895522,0.921731396,0.012748295,0.014527127,0.046546101,0.00444708
150,732774.7697,8.219913189,0,21.7,0,0.4217,1586.702534,"CA",727,1,4758,40.5,0.116473372,162748229.6,87000,0.016405603,0.244357508,0.337947638,0.284226356,0.117062895,0.267955801,0.184293607,0.471586425,0.076164167,0.936064319,0.027565084,0.006508423,0.029862175,0
151,1006362.223,5.057822973,5,18.7,1,0.5656,1014.543168,"AZ",291,1,4185,31,0.354200887,62388120,33411.2,0.284225707,0.373072584,0.135389244,0.079068765,0.128243701,0.406312962,0.113498993,0.23707186,0.243116185,0.323984526,0.169245648,0.441650548,0.03997421,0.025145068
152,697253.7396,8.315240505,5,0.5,0,0.3302,1037.460676,"NM",557,1,5345,34.5,0.157112302,128963278.4,45562.4,0.093328176,0.235878513,0.289242123,0.223731148,0.15782004,0.205796038,0.193323551,0.508070433,0.092809978,0.913330951,0.046283059,0.010364546,0.025732666,0.004288778
153,1857810.766,4.94215526,3,1.2,1,0.3336,1858.471466,"AZ",993,1,4750,25,0.325096715,283936962,111200,0.010519245,0.028185788,0.064708218,0.599282263,0.297304486,0.241543592,0.450214388,0.246784183,0.061457837,0.296265212,0.267310113,0.249265632,0.119177507,0.067981536
154,701098.7596,8.031242408,0,15.4,0,0.8021,1729.947973,"CA",646,1,5923,34,0.021834282,170892652.4,64950.4,0.081067484,0.347485469,0.319181198,0.191361124,0.060904726,0.246949261,0.376685934,0.245022479,0.131342325,0.950559701,0.004975124,0.003420398,0.031716418,0.009328358
155,848019.4864,8.475856222,3,21.3,1,0.5333,586.1766636,"AZ",654,1,5892,24.5,0.130649919,74419425.88,15183.2,0.334719545,0.356862745,0.237254902,0.057764115,0.013398693,0.061630219,0.096752816,0.492379059,0.349237906,0.551383399,0.346508564,0.071146245,0.005928854,0.025032938
156,861776.0819,6.353379913,6,25,1,0.2741,1056.326253,"AZ",670,1,4368,39,0.391013302,54356386.34,31325.6,0.232387444,0.317940199,0.288039867,0.117114217,0.044518272,0.105779154,0.160990712,0.26006192,0.473168215,0.619193466,0.307810107,0.062276672,0.010719755,0
157,261356.0054,4.893882,0,6.9,0,0.4422,634.8169966,"NM",397,1,1725,37,0.078535725,20674487.39,19482.4,0.250058138,0.403661726,0.256320837,0.078625385,0.011333915,0.254582485,0.409368635,0.248472505,0.087576375,0.929282869,0.040836653,0,0.021912351,0.007968127
158,1032612.647,9.66013484,6,11.7,1,0.667,887.1078166,"AZ",523,1,5135,39,0.581347278,120642683.9,47506.4,0.130471248,0.187718889,0.236749942,0.361473651,0.083586271,0.031212959,0.269853813,0.612801264,0.086131964,0.598559515,0.340030326,0.020849128,0.040561031,0
159,848346.7199,6.051829237,1,10,0,0.5277,1347.25742,"NM",790,0,5243,31.5,0.353775419,132849852.6,50715.2,0.006715751,0.153617711,0.251079914,0.415573665,0.173012959,0.092975908,0.208347472,0.45368171,0.24499491,0.926788124,0.063765182,0.003711201,0.005735493,0
160,688075.5473,8.242690351,4,23.6,0,0.4136,974.7135381,"AZ",570,1,3166,27.5,0.313329665,47724418.72,27785.6,0.196344414,0.406083244,0.177161153,0.169717486,0.050693703,0.238392857,0.186607143,0.369642857,0.205357143,0.529973936,0.204170287,0.207645526,0.026933102,0.03127715
161,957301.2248,5.055981213,4,26.9,0,0.613,883.7678297,"CA",592,0,5665,34.5,0.590330059,110611902,33168.8,0.114987546,0.185264155,0.091684435,0.373522286,0.234541578,0.085678808,0.23634106,0.464817881,0.213162252,0.623366337,0.306534653,0.013861386,0.043168317,0.013069307
162,798078.9445,7.052938821,6,31.4,0,0.2111,817.3866179,"OK",767,1,2655,34,0.149256111,64839688.89,17232,0.037934749,0.248679789,0.313010082,0.282756562,0.117618819,0.555023923,0.248803828,0.121212121,0.074960128,0.475152905,0.014908257,0.458715596,0.041284404,0.009938838
163,567780.3137,7.940192892,0,65.3,0,0.437,1123.213172,"AZ",754,1,5077,41,0.038519575,215452258.5,52698.4,0.063264856,0.284129918,0.361235807,0.13662952,0.1547399,0.188779689,0.430794431,0.252661753,0.127764128,0.864795918,0.008017493,0.006559767,0.110058309,0.010568513
164,655465.2724,9.849710142,2,1.5,0,0.5571,1460.553611,"NM",539,1,3538,37,0.09333825,123122400,67222.4,0.039704006,0.358354538,0.383375742,0.118056808,0.100508906,0.050741163,0.431584949,0.431014823,0.086659065,0.82479564,0.123978202,0.007084469,0.044141689,0
165,611680.3818,10.31593737,3,5.4,0,0.5795,1343.358256,"AZ",386,1,3690,45.5,0.289452738,102637548.4,61000,0.142313645,0.343863471,0.260348584,0.150351569,0.103122731,0.203573362,0.438548998,0.24093124,0.1169464,0.891942369,0.057897545,0.035752401,0.014407684,0
166,367002.9461,8.008221124,0,37.8,0,0.5506,1037.210058,"AZ",713,0,1233,47.5,0.133144387,53017505.45,64020.8,0.101424772,0.304474708,0.270428016,0.238069391,0.085603113,0.042444822,0.169779287,0.251273345,0.536502547,0.573228346,0.269291339,0.058267717,0.072440945,0.026771654
167,701726.5978,8.790992293,2,3.9,0,0.5886,1831.607276,"AZ",351,1,2661,28.5,0.253351718,88498113.8,58536,0.102862587,0.165697674,0.15746124,0.426207181,0.147771318,0.05535248,0.218276762,0.634464752,0.091906005,0.42259519,0.363977956,0.072645291,0.040581162,0.100200401
168,617439.6925,8.388686075,1,30.8,0,0.5347,704.7798799,"TX",476,1,3198,31,0.328957029,51150556.36,28901.6,0.350303629,0.263157895,0.232287449,0.078846169,0.075404858,0.111291633,0.409423233,0.373679935,0.105605199,0.796506905,0.162875711,0.023558083,0,0.017059301
169,531120.4837,7.310580961,5,14.1,0,0.6747,770.4819371,"NV",513,1,2039,36.5,0.07489313,38875379.81,17304,0.217644002,0.470128023,0.231152205,0.070407207,0.010668563,0,0.513026052,0.288577154,0.198396794,0.766346154,0.193269231,0,0.040384615,0
170,605788.0884,6.836703457,1,6.2,0,0.6169,1118.553109,"OK",703,1,6230,46,0.025157154,100332073.3,42000,0.056082558,0.405960946,0.369784173,0.128706753,0.03946557,0.103855505,0.259117749,0.406043765,0.23098298,0.959830508,0.001525424,0.012881356,0.024067797,0.001694915
171,741736.459,3.923109892,6,0.2,0,0.676,825.4304738,"TX",832,0,4582,34,0.222869792,90375536.15,28454.4,0.126448744,0.192319143,0.303066389,0.219487547,0.158678178,0.1225058,0.383294664,0.336426914,0.157772622,0.754700481,0.041539134,0.13292523,0.057717534,0.013117621
172,629227.2689,7.964741162,3,0.2,0,0.5374,1464.148564,"AZ",503,1,3365,30,0.560846408,46238909.43,32304,0.166445537,0.32099344,0.140112465,0.260920911,0.111527648,0.162431942,0.126134301,0.454627949,0.256805808,0.534382767,0.266777133,0.062966031,0.086992543,0.048881524
173,921155.6519,8.092796566,0,36.1,0,0.41,1005.335038,"NM",618,0,2601,55,0.067433686,282465710,141083.2,0.033314989,0.069953052,0.087793427,0.396638063,0.412300469,0.284805091,0.412887828,0.216388226,0.085918854,0.914434524,0.011160714,0,0.064732143,0.009672619
174,2715184.568,1.103247775,6,20.6,1,0.9494,713.3063956,"AZ",1301,1,5315,43.5,0.295967865,527744066.7,51468,0.042303821,0.085026502,0.154814488,0.498765084,0.219090106,0.287205387,0.46026936,0.217171717,0.035353535,0.273075695,0.22995848,0.398594698,0.051421271,0.046949856
175,430775.1206,5.865400049,0,5.6,0,0.5584,1437.015077,"CA",526,1,2696,35.5,0.269226986,86919040,44211.2,0.081266237,0.443127962,0.2507109,0.156648455,0.068246445,0.149882904,0.241998439,0.44028103,0.167837627,0.935857805,0.010819165,0,0.010046368,0.043276662
176,163362.4582,8.9908332,0,16.7,0,0.3255,486.7673621,"NV",404,1,1134,35,0.041543212,11026818.78,13938.4,0.130894198,0.466998755,0.339975093,0.049678654,0.0124533,0.047961631,0.321342926,0.326139089,0.304556355,0.827338129,0.170263789,0.002398082,0,0
177,685281.3307,8.055303447,6,5.1,0,0.6023,1439.868126,"KS",607,1,3460,50.5,0.114202596,112494242.6,87391.2,0.012054621,0.195175439,0.186038012,0.332974618,0.27375731,0.259365994,0.258213256,0.396541787,0.085878963,0.869034995,0.003181336,0.045599152,0.080063627,0.002120891
178,446292.2833,8.675518704,0,14.8,0,0.6226,1119.569296,"AZ",409,1,2192,41,0.324400189,102021942.9,79666.4,0.015755678,0.263245033,0.195364238,0.299365735,0.226269316,0.273291925,0.119787045,0.30079858,0.306122449,0.891914894,0.055319149,0.011914894,0.040851064,0
179,581293.2682,6.689372707,1,2.2,0,0.4316,1058.862777,"AZ",538,1,2783,33,0.124528324,44783381.18,25400,0.199850357,0.290447267,0.293208172,0.179498069,0.036996135,0.044198895,0.045119705,0.580110497,0.330570902,0.516992353,0.361512319,0.044180119,0.077315208,0
180,536186.8778,7.583446894,2,15.5,0,0.5402,1174.707991,"WY",798,0,2846,39,0.115600682,62951148.33,27176.8,0.070466582,0.340930674,0.261158594,0.224405213,0.103038936,0.624530663,0.234668335,0.11514393,0.025657071,0.865165165,0.003303303,0.083483483,0.04024024,0.007807808
181,949227.4742,7.223284499,3,22.6,1,0.2826,395.9659351,"AZ",385,1,4831,25,0.24076721,25213690.94,14352,0.500844775,0.261700468,0.199297972,0.032696567,0.005460218,0.084327087,0.176320273,0.36286201,0.37649063,0.476149915,0.373083475,0.129471891,0,0.021294719
182,455267.0125,8.385406093,3,8.6,0,0.3307,811.2117832,"AZ",498,1,1964,71,0,77429608.89,28600,0.0942664,0.468015309,0.219792236,0.153956673,0.063969382,0.24665392,0.086042065,0.47418738,0.193116635,0.93364486,0.014018692,0.029906542,0.022429907,0
183,660485.1275,5.914171287,0,47.1,0,0.448,2458.992599,"NV",896,1,5284,40.5,0.104780503,207629036.5,121904.8,0.009576856,0.243704776,0.201447178,0.355401436,0.189869754,0.183966636,0.21455051,0.498146432,0.103336423,0.866653094,0.007939739,0.002035831,0.121335505,0.002035831
184,364444.2494,10.38068719,6,4.8,0,0.4312,708.6410819,"NV",559,1,1884,25,0.082762539,14809937.3,14735.2,0.187548997,0.369059656,0.304347826,0.095565259,0.043478261,0.220164609,0.304526749,0.211934156,0.263374486,0.658869396,0.216374269,0.040935673,0.052631579,0.031189084
185,676681.4526,8.105481407,1,8.5,0,0.5693,1922.228775,"WY",678,0,3722,45,0.075224819,125507314.1,95214.4,0.039748206,0.213013168,0.262199845,0.290228556,0.194810225,0.181521739,0.508695652,0.266304348,0.043478261,0.914371557,0,0,0.078617927,0.007010516
186,1499557.894,5.416713291,1,32.1,0,0.4219,1634.42152,"TX",767,1,7468,43,0.079213736,281236733.1,96705.6,0.0192984,0.191493457,0.196689761,0.398084202,0.19443418,0.209814324,0.320424403,0.344827586,0.124933687,0.897117794,0.012406015,0.016541353,0.055137845,0.018796992
187,1760432.195,6.452660449,3,21.3,1,0.5507,1255.916621,"AZ",590,1,7679,36.5,0.518937445,271633401.8,36400,0.313806588,0.158562716,0.076314488,0.392143635,0.059172573,0.144716692,0.371107708,0.366003063,0.118172537,0.36485541,0.282066231,0.230177239,0.086287313,0.036613806
188,682111.9349,10.19213304,6,6.3,0,0.4599,1530.554447,"AZ",710,1,2647,29,0.291563459,69949685.78,54846.4,0.128201118,0.181309457,0.165640739,0.339622049,0.185226637,0.092042186,0.117929051,0.705656759,0.084372004,0.455263158,0.362280702,0.05877193,0.085087719,0.038596491
189,613599.1527,6.0589024,5,17.3,0,0.5546,565.303095,"TX",762,0,3764,37,0.060537065,104695379.1,28557.6,0.175255947,0.414753481,0.320286037,0.054326288,0.035378246,0.400611621,0.363302752,0.18470948,0.051376147,0.799390244,0.003658537,0.112804878,0.00304878,0.081097561
